ticker,score_period,period_end,leverage_proxy,debt_to_assets,cash_to_assets,net_margin,fcf_to_assets,accrual_proxy,current_ratio,assets,liabilities,cash,current_assets,current_liabilities,total_debt,accounts_receivable,ppe_net,revenue,net_income,cfo,capex,fcf,interest_expense,depreciation,cogs,sga,company_name,sector_group,industry_group,index_memberships,cik,sec_available,assets_latest,liabilities_latest,cash_latest,current_assets_latest,current_liabilities_latest,total_debt_latest,accounts_receivable_latest,ppe_net_latest,revenue_latest,net_income_latest,cfo_latest,capex_latest,fcf_latest,interest_expense_latest,depreciation_latest,cogs_latest,sga_latest,leverage_proxy_is_assumption,debt_to_assets_is_assumption,cash_to_assets_is_assumption,net_margin_is_assumption,fcf_to_assets_is_assumption,accrual_proxy_is_assumption,current_ratio_is_assumption,assets_is_assumption,liabilities_is_assumption,cash_is_assumption,current_assets_is_assumption,current_liabilities_is_assumption,total_debt_is_assumption,revenue_is_assumption,net_income_is_assumption,cfo_is_assumption,capex_is_assumption,fcf_is_assumption,interest_expense_is_assumption,depreciation_is_assumption,last_close,ret_1m,ret_3m,vol_3m,drawdown_6m,market_data_available,last_close_is_assumption,ret_1m_is_assumption,ret_3m_is_assumption,vol_3m_is_assumption,drawdown_6m_is_assumption,reference_period_end,news_mentions_30d,risk_news_mentions_30d,news_data_available,news_mentions_30d_is_assumption,risk_news_mentions_30d_is_assumption,assumption_metric_count,stale_fact_count,data_quality_score,data_quality_note,beneish_m,velocity_signal_count,velocity_trigger,negative_fcf_quarters_l4,fcf_ebitda_conversion,cash_burn_to_cash,ebitda_proxy,net_debt,net_debt_to_ebitda,ebitda_interest_coverage,score_leverage,score_debt,score_net_debt_ebitda,score_interest_coverage,score_cash,score_margin,score_fcf,score_current_ratio,score_negative_fcf_quarters,score_fcf_conversion,score_cash_burn,score_fcf_sustainability,financial_performance_score,score_negative_momentum,score_volatility,score_drawdown,market_implied_risk_score,sector_base_risk,sector_quality_score,score_sloan_accruals,score_beneish,accounting_integrity_assumption_used,accounting_integrity_score,fraud_quality_subscore,fraud_risk_subscore,fraud_watch_flag,news_sentiment_score,news_sentiment_assumption_used,facility_liquidity_score,facility_liquidity_risk_proxy,behavioral_payment_score,behavioral_payment_risk_proxy,sector_density_count,sector_density_score,connectivity_contagion_score,connectivity_contagion_risk_proxy,governance_discipline_score,governance_discipline_risk_proxy,collateral_recovery_score,collateral_recovery_risk_proxy,raw_surveillance_score,surveillance_score,ewif_score,alert_level,alert_tier,top_risk_drivers,top_driver_objects
KIM,2024Q1,2024-03-31,0.4432300429371071,0.45,0.007025805877919,0.1916951062267725,0.02,-0.0281988242394746,0.9,19466379000.0,8628084000.0,136767000.0,2111000000.0,2413289000.0,7718700000.0,,,1844262000.0,353536000.0,902465000.0,18400000.0,1101615000.0,263460000.0,535683000.0,,138356000.0,Kimco Realty,Real Estate,Retail REITs,S&P 500,879101,True,19688250000.0,9120372000.0,211648000.0,,,7718700000.0,,6708373000.0,2140116000.0,584741000.0,1120015000.0,18400000.0,1101615000.0,330196000.0,627090000.0,,133015000.0,False,True,False,False,True,False,True,False,False,False,True,True,True,False,False,False,True,True,False,False,17.893932342529297,0.004660822692015731,-0.08935306187147507,0.21522279815669043,-0.12119967405537557,True,False,False,False,False,False,2024-03-31,0,0,False,True,True,10,0,74.1,Usable quarterly coverage; some missing fields,,0,False,,,,1152679000.0,7581933000.0,6.5776621244943305,4.3751575191679954,80.67699570628929,73.75,24.223378755056693,66.87578759583998,24.683870585279333,88.75426593401588,58.333333333333336,40.0,50.0,50.0,50.0,50.0,56.36640354553494,35.10782302142082,71.95544036866191,66.46672099077074,57.84332812695116,52,61.0,82.81988242394746,,True,66.97717825755696,82.81988242394746,17.180117576052538,False,58.03158512713607,True,58.03829606710009,41.96170393289991,69.29629041425072,30.70370958574928,30,78.0,65.29581468255523,34.70418531744477,68.33090720679164,31.669092793208364,65.14620436185227,34.85379563814773,62.119224567446885,62.119224567446885,62.119224567446885,Green,None,Financial Performance: 56; Market-Implied Risk: 58; News & Sentiment: 58,"[('financial_performance_score', 56.36640354553494), ('market_implied_risk_score', 57.84332812695116), ('news_sentiment_score', 58.03158512713607)]"
KKR,2024Q1,2024-03-31,0.8325008322371952,0.25,0.0475773057183401,0.1937593182759758,0.015,0.0062040428428753,1.0,339773927000.0,282862077000.0,16165528000.0,12155966500.0,11508610500.0,11194000000.0,,,21028568000.0,4074481000.0,1966509000.0,194569000.0,2134000000.0,2949814000.0,18600000.0,,,KKR & Co.,Financials,Asset Management & Custody Banks,S&P 500,1404912,True,410144072000.0,328512161000.0,17151790000.0,,,,,760606000.0,19464307000.0,2370463000.0,477760000.0,194569000.0,,2772088000.0,18600000.0,,,False,True,False,False,True,False,True,False,False,False,True,True,True,False,False,False,True,True,False,True,99.3791732788086,0.0236107851000964,0.20547081497517072,0.23515992854006423,-0.010429073502864705,True,False,False,False,False,False,2024-03-31,0,0,False,True,True,11,0,71.5,Usable quarterly coverage; some missing fields,,0,False,,,,7042895000.0,-4971528000.0,-0.7058926762361216,2.3875725723723598,28.999889035040646,91.25,100.0,44.8446571546545,48.78865285917005,89.06389774139637,55.0,50.0,50.0,50.0,50.0,50.0,61.994121865584624,92.57846916252845,67.96801429198715,96.87127794914059,85.8059204678854,45,75.0,78.1387871471374,,True,68.07481836221979,78.1387871471374,21.861212852862593,False,76.50119679361808,True,68.85449759790555,31.14550240209445,75.01732274530404,24.982677254695957,75,65.0,84.81290356927205,15.187096430727948,74.30779183452036,25.69220816547964,81.59909608684583,18.400903913154167,73.43972751631081,73.43972751631081,73.43972751631081,Green,None,Financial Performance: 62; Accounting Integrity: 68; Facility & Liquidity: 69,"[('financial_performance_score', 61.994121865584624), ('accounting_integrity_score', 68.07481836221979), ('facility_liquidity_score', 68.85449759790555)]"
KLAC,2024Q1,2024-03-31,0.7930851640293907,0.3930541824791912,0.1235629665242143,0.2719241009854616,0.2059031553110994,-0.0511436932187377,2.1370417836519504,14957289000.0,11862404000.0,1848167000.0,9528082000.0,4458538000.0,5879025000.0,1625257000.0,1106278000.0,9598649000.0,2610104000.0,3375075000.0,295322000.0,3079753000.0,301908000.0,405542000.0,3880471000.0,965260000.0,KLA Corporation,Industrials,,Nasdaq 100; S&P 500,319201,True,16067926000.0,11375473000.0,2078908000.0,10698789000.0,4085795000.0,5884257000.0,2263915000.0,1252775000.0,12156162000.0,4061643000.0,4081903000.0,335259000.0,3746644000.0,296940000.0,394088000.0,4751867000.0,1029734000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,687.178955078125,0.023846005057783337,0.19419838894578878,0.3396582579770213,-0.03413695669163641,True,False,False,False,False,False,2024-03-31,0,0,False,True,True,2,0,94.8,Strong quarterly public-data coverage,,0,False,,,,3317554000.0,4030858000.0,1.2150090096498807,10.988625674046398,34.25531146274791,80.52093631406066,92.8499099035012,96.20734627767399,77.44656186406122,97.19241009854616,100.0,87.74083567303902,50.0,50.0,50.0,50.0,79.57925684373669,90.6997314909648,50.05695700382979,89.75891299250908,76.83853382910122,45,75.0,85.11436932187377,,True,85.2525022862431,85.11436932187377,14.885630678126233,False,77.29304396767162,True,89.91902898782328,10.080971012176718,90.72294510421392,9.27705489578608,141,51.8,83.26594901662988,16.734050983370125,88.08273838947464,11.917261610525358,79.20880282060966,20.791197179390338,83.77730106708228,83.77730106708228,83.77730106708228,Green,None,Market-Implied Risk: 77; News & Sentiment: 77; Collateral & Recovery: 79,"[('market_implied_risk_score', 76.83853382910122), ('news_sentiment_score', 77.29304396767162), ('collateral_recovery_score', 79.20880282060966)]"
KMB,2024Q1,2024-03-31,0.7,0.3,0.0499063889538965,0.1133501259445843,0.1525860051486075,-0.0890475076058975,0.8141901715615004,17092000000.0,12714100000.0,853000000.0,5600000000.0,6878000000.0,6220543000.0,2383000000.0,7772000000.0,16277000000.0,1845000000.0,3367000000.0,759000000.0,2608000000.0,287000000.0,750000000.0,10646000000.0,,Kimberly-Clark,Consumer Staples,Household Products,S&P 500,55785,True,17098000000.0,,688000000.0,5310000000.0,7125000000.0,,1892000000.0,6775000000.0,16447000000.0,2021000000.0,2777000000.0,1138000000.0,1639000000.0,256000000.0,805000000.0,10524000000.0,,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,119.58540344238281,0.07804612565883251,0.08116927123444295,0.17268800141506274,0.0,True,False,False,False,False,False,2024-03-31,0,0,False,True,True,6,0,84.4,Usable quarterly coverage; some missing fields,,0,False,,,,2882000000.0,5367543000.0,1.8624368494101318,10.041811846689896,47.50000000000001,87.5,86.37563150589868,92.65679442508711,49.95319447694825,77.00251889168764,100.0,31.41901715615004,50.0,50.0,50.0,50.0,69.15635071730797,70.29231780861073,80.46239971698745,100.0,83.58490584186606,38,87.8,88.90475076058975,,True,77.67912551077194,88.90475076058975,11.09524923941025,False,80.09935813612542,True,71.51948436333154,28.480515636668457,82.5903085808604,17.409691419139605,30,78.0,89.02307925606482,10.976920743935182,82.25171615734033,17.748283842659674,81.46736048407087,18.532639515929134,78.36013242579038,78.36013242579038,78.36013242579038,Green,None,Financial Performance: 69; Facility & Liquidity: 72; Accounting Integrity: 78,"[('financial_performance_score', 69.15635071730797), ('facility_liquidity_score', 71.51948436333154), ('accounting_integrity_score', 77.67912551077194)]"
KMI,2024Q1,2024-03-31,0.5512468898439267,0.4265296313051346,0.0020216014476362,0.1607796964939822,0.055389052250622,-0.0549790771318706,0.5042622950819672,70736000000.0,38993000000.0,143000000.0,2307000000.0,4575000000.0,30171000000.0,,37313000000.0,15288000000.0,2458000000.0,6347000000.0,2429000000.0,3918000000.0,1807000000.0,2272000000.0,,677000000.0,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,S&P 500,1506307,True,72748000000.0,40299000000.0,63000000.0,2754000000.0,4322000000.0,30777000000.0,1370000000.0,39331000000.0,16937000000.0,3056000000.0,5917000000.0,3026000000.0,2891000000.0,1807000000.0,2453000000.0,9255000000.0,744000000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,16.55269432067871,0.054628795504400474,0.05391464587136219,0.1497814009523447,0.0,True,False,False,False,False,False,2024-03-31,0,0,False,True,True,3,0,92.2,Strong quarterly public-data coverage,,0,False,,,,6537000000.0,30028000000.0,4.593544439345266,3.6175982291090203,69.812966523411,76.68379608685818,47.58069450818418,60.21997786386275,21.347734298424133,84.11695447409733,77.694526125311,16.80874316939891,50.0,50.0,50.0,50.0,56.029488116616385,63.478661467840546,85.02185990476553,100.0,82.83350712420203,44,77.0,85.49790771318706,,True,72.7743256009456,85.49790771318706,14.502092286812939,False,73.62559999708593,True,55.30707679923368,44.69292320076632,75.48443429674833,24.515565703251667,19,84.0,85.4701982053081,14.529801794691906,76.58074414302028,23.419255856979717,69.93570858396399,30.064291416036014,70.10932023340372,70.10932023340372,70.10932023340372,Green,None,Facility & Liquidity: 55; Financial Performance: 56; Collateral & Recovery: 70,"[('facility_liquidity_score', 55.30707679923368), ('financial_performance_score', 56.029488116616385), ('collateral_recovery_score', 69.93570858396399)]"
KO,2024Q1,2024-03-29,0.7,0.3811976819059884,0.1088417578879587,0.1,0.05,0.02,1.0390040908449711,99392000000.0,12714100000.0,10818000000.0,29462000000.0,28356000000.0,37888000000.0,4244000000.0,9306000000.0,47941000000.0,13107000000.0,7408000000.0,2112000000.0,5296000000.0,1654000000.0,1050000000.0,,,Coca-Cola,Consumer Staples,,Dow; S&P 500,21344,True,104816000000.0,,10270000000.0,31044000000.0,21281000000.0,,3038000000.0,9613000000.0,47941000000.0,13107000000.0,7408000000.0,2112000000.0,5296000000.0,1654000000.0,1050000000.0,18397000000.0,14521000000.0,True,False,False,True,True,True,False,False,True,False,False,False,False,True,True,True,True,True,True,True,57.72981643676758,0.02748008201902974,0.049691269823654016,0.11295222296456568,0.0,True,False,False,False,False,False,2024-03-29,0,0,False,True,True,14,0,63.7,Quarterly assumption-heavy; use with caution,,0,False,,,,15811000000.0,27070000000.0,1.7120991714629055,9.55925030229746,47.50000000000001,81.41017385705086,87.87900828537094,90.84718863361547,73.24050225370249,75.0,75.0,51.95020454224856,50.0,50.0,50.0,50.0,70.31411973022092,62.4228174559135,88.70477770354343,100.0,83.70919838648564,38,87.8,74.0,,True,69.06705986511047,74.0,26.0,False,80.5088351123091,True,79.89339698369929,20.10660301630071,78.41209766329217,21.587902336707828,30,78.0,87.09090629638035,12.909093703619646,76.64020966342117,23.359790336578826,79.58093957369623,20.419060426303773,77.5359841641364,77.5359841641364,77.5359841641364,Green,None,Accounting Integrity: 69; Financial Performance: 70; Governance & Strategic Discipline: 77,"[('accounting_integrity_score', 69.06705986511047), ('financial_performance_score', 70.31411973022092), ('governance_discipline_score', 76.64020966342117)]"
KR,2024Q1,2024-02-03,0.7702999702999703,0.2021978021978022,0.0372834372834372,0.1,0.05,0.02,0.8063270643915805,50505000000.0,38904000000.0,1883000000.0,12948000000.0,16058000000.0,10212000000.0,2136000000.0,25230000000.0,147642000000.0,1016000000.0,7311000000.0,3855000000.0,3456000000.0,441000000.0,3332000000.0,,,Kroger,Consumer Staples,Food Retail,S&P 500,56873,True,49953000000.0,44017000000.0,3334000000.0,14505000000.0,18108000000.0,17241000000.0,2192000000.0,24260000000.0,147642000000.0,1016000000.0,7311000000.0,3855000000.0,3456000000.0,441000000.0,3332000000.0,95662000000.0,,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True,54.78555679321289,0.15158227543604186,0.2728778389738349,0.25094207185322853,0.0,True,False,False,False,False,False,2024-02-03,0,0,False,True,True,12,0,68.9,Quarterly assumption-heavy; use with caution,,0,False,,,,4789000000.0,8329000000.0,1.7391939862184171,10.859410430839002,37.29333729333729,94.83516483516483,87.60806013781583,95.72278911564626,43.6417186417186,75.0,75.0,30.632706439158053,50.0,50.0,50.0,50.0,65.52597516253788,100.0,64.84298802446192,100.0,88.28099600815398,38,87.8,74.0,,True,68.23298758126894,74.0,26.0,False,81.35829055283835,True,68.14253603361327,31.85746396638673,76.84898345646502,23.15101654353498,30,78.0,89.83810631423697,10.161893685763033,76.03961208228819,23.960387917711813,82.12364470156804,17.87635529843196,75.45387694463264,75.45387694463264,75.45387694463264,Green,None,Financial Performance: 66; Facility & Liquidity: 68; Accounting Integrity: 68,"[('financial_performance_score', 65.52597516253788), ('facility_liquidity_score', 68.14253603361327), ('accounting_integrity_score', 68.23298758126894)]"
KVUE,2024Q1,2024-03-31,0.6107099659128395,0.0274896455668364,0.0423340541729281,0.0962805114296784,0.05,0.02,0.98880960103795,27283000000.0,16662000000.0,1155000000.0,6097000000.0,6166000000.0,750000000.0,2160000000.0,2005000000.0,15486000000.0,1491000000.0,2197000000.0,475000000.0,1722000000.0,250000000.0,557000000.0,,,Kenvue,Consumer Staples,Personal Care Products,S&P 500,1944048,True,27076000000.0,16311000000.0,1062000000.0,5697000000.0,5945000000.0,750000000.0,2382000000.0,2212000000.0,15124000000.0,1470000000.0,2197000000.0,475000000.0,1722000000.0,250000000.0,557000000.0,6332000000.0,6088000000.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,19.791648864746094,0.12947388288852935,0.009844022207271763,0.21689922159486233,-0.011338260830210944,True,False,False,False,False,False,2024-03-31,0,0,False,True,True,9,0,76.7,Usable quarterly coverage; some missing fields,,0,False,,,,2298000000.0,-405000000.0,-0.1762402088772846,9.192,60.89350511307407,99.31275886082909,100.0,89.47,46.16702708646405,73.88415342890352,75.0,48.880960103795005,50.0,50.0,50.0,50.0,71.51204495478508,52.46100555181794,71.62015568102753,96.59852175093671,73.5598943279274,38,87.8,74.0,,True,73.56602247739254,74.0,26.0,False,75.79356065039923,True,74.67717415799385,25.322825842006154,80.90581865340305,19.094181346596955,30,78.0,82.88066457764718,17.11933542235282,79.02550926838347,20.974490731616527,92.63061131016421,7.369388689835787,76.68678866190177,76.68678866190177,76.68678866190177,Green,None,Financial Performance: 72; Market-Implied Risk: 74; Accounting Integrity: 74,"[('financial_performance_score', 71.51204495478508), ('market_implied_risk_score', 73.5598943279274), ('accounting_integrity_score', 73.56602247739254)]"
L,2024Q1,2024-03-31,0.7899043334239735,0.25,0.0068721726447976,0.0927273839378555,0.0333720614045929,-0.0231132425283662,1.0,80906000000.0,63908000000.0,556000000.0,12155966500.0,11508610500.0,11194000000.0,,10723000000.0,16349000000.0,1516000000.0,3386000000.0,686000000.0,2700000000.0,384000000.0,607000000.0,,,Loews Corporation,Financials,Multi-line Insurance,S&P 500,60086,True,86348000000.0,66707000000.0,495000000.0,,,,,10695000000.0,18454000000.0,1667000000.0,3279000000.0,579000000.0,2700000000.0,437000000.0,607000000.0,1082000000.0,,False,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,True,77.84938049316406,0.04206048661884476,0.12791703185697512,0.11428178167761015,0.0,True,False,False,False,False,False,2024-03-31,0,0,False,True,True,8,0,79.3,Usable quarterly coverage; some missing fields,,0,False,,,,2507000000.0,10638000000.0,4.243318707618668,6.528645833333333,34.67942221013687,91.25,51.95851615476665,77.64322916666667,24.581448429865066,72.81821518135665,66.68603070229645,50.0,50.0,50.0,50.0,50.0,57.73520687167648,79.65283864282918,88.57182183223898,100.0,89.40822015835606,45,75.0,82.31132425283661,,True,69.11986828640556,82.31132425283661,17.688675747163387,False,77.02467214068098,True,61.670653465395084,38.329346534604916,74.41415945253878,25.585840547461217,75,65.0,87.31863349939641,12.681366500603588,74.83715013838804,25.16284986161196,70.08579451147051,29.91420548852949,71.82856243828826,71.82856243828826,71.82856243828826,Green,None,Financial Performance: 58; Facility & Liquidity: 62; Accounting Integrity: 69,"[('financial_performance_score', 57.73520687167648), ('facility_liquidity_score', 61.670653465395084), ('accounting_integrity_score', 69.11986828640556)]"
LDOS,2024Q1,2024-03-29,0.6634937973004603,0.28,0.0515721307638292,0.09,0.04,0.02,1.3456549935149158,12817000000.0,8504000000.0,661000000.0,4150000000.0,3084000000.0,3559293000.0,2713000000.0,972000000.0,17174000000.0,1448000000.0,1750000000.0,125000000.0,1625000000.0,185000000.0,290000000.0,,,Leidos,Industrials,Diversified Support Services,S&P 500,1336920,True,13493000000.0,8531000000.0,1108000000.0,4814000000.0,2827000000.0,,2708000000.0,961000000.0,17174000000.0,1448000000.0,1750000000.0,125000000.0,1625000000.0,185000000.0,290000000.0,14075000000.0,999000000.0,False,True,False,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,128.44960021972656,0.02831311875148379,0.21808521067388198,0.15719759911152859,0.0,True,False,False,False,False,False,2024-03-29,0,0,False,True,True,14,0,63.7,Quarterly assumption-heavy; use with caution,,0,False,,,,1923000000.0,2898293000.0,1.5071726469058762,10.394594594594595,52.975930404930956,89.0,89.92827353094124,93.97972972972973,50.786065381914604,72.0,70.0,67.28274967574579,50.0,50.0,50.0,50.0,70.66141652480692,94.680868445647,83.56048017769429,100.0,92.74711620778044,45,75.0,74.0,,True,69.24070826240346,74.0,26.0,False,82.57198306133229,True,76.6134046163886,23.386595383611393,79.54163236190254,20.458367638097457,141,51.8,88.37059890576766,11.629401094232335,77.30359778837602,22.696402211623976,84.27646694244255,15.723533057557447,78.6860810352676,78.6860810352676,78.6860810352676,Green,None,Accounting Integrity: 69; Financial Performance: 71; Facility & Liquidity: 77,"[('accounting_integrity_score', 69.24070826240346), ('financial_performance_score', 70.66141652480692), ('facility_liquidity_score', 76.6134046163886)]"
LEN,2024Q1,2024-02-29,0.3125261689633739,0.32,0.1350784606142676,0.08,0.03,0.02,1.05,38951199000.0,12173269000.0,5261468000.0,4057000000.0,3033986000.0,5874995000.0,,,34186934000.0,2078179000.0,216812000.0,188629000.0,28183000.0,4626000.0,43666000.0,,,Lennar,Consumer Discretionary,Homebuilding,S&P 500,920760,True,34430437000.0,12289828000.0,3756305000.0,,,5874995000.0,,642838000.0,34186934000.0,2078179000.0,216812000.0,188629000.0,28183000.0,4626000.0,43666000.0,,2678337000.0,False,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,160.5629119873047,0.08497883947853713,0.15656010492589156,0.29734605017572524,0.0,True,False,False,False,False,False,2024-02-29,0,0,False,True,True,17,0,55.9,Quarterly assumption-heavy; use with caution,,0,False,,,,2126471000.0,613527000.0,0.288518865293719,459.67812364894075,91.07068088676074,86.0,98.5574056735314,100.0,80.73670303264788,69.0,65.0,52.5,50.0,50.0,50.0,50.0,76.98497662143778,84.42668415431525,57.10899163737913,100.0,80.5118919305648,48,69.0,74.0,,True,70.06248831071889,74.0,26.0,False,77.15143895171373,True,83.26407774832036,16.73592225167964,80.79042399699105,19.209576003008948,35,76.0,79.50063915909692,20.49936084090308,76.8029748020395,23.1970251979605,93.80123408895066,6.198765911049335,78.76200306558627,78.76200306558627,78.76200306558627,Green,None,Accounting Integrity: 70; Governance & Strategic Discipline: 77; Financial Performance: 77,"[('accounting_integrity_score', 70.06248831071889), ('governance_discipline_score', 76.8029748020395), ('financial_performance_score', 76.98497662143778)]"
LH,2024Q1,2024-03-31,0.5175851430645454,0.1843566632387635,0.0060068961345351,0.0352102370654612,0.0403786824753493,-0.0449821547395801,0.8769503995940632,16531000000.0,8556200000.0,99300000.0,3456500000.0,3941500000.0,3047600000.0,2083700000.0,2897800000.0,12300400000.0,433100000.0,1176700000.0,509200000.0,667500000.0,195800000.0,589700000.0,8888300000.0,2072600000.0,Labcorp,Healthcare,Health Care Services,S&P 500,920148,True,18392700000.0,9756000000.0,532300000.0,4020500000.0,2823500000.0,5584700000.0,2103800000.0,3081500000.0,13951700000.0,876500000.0,1640500000.0,434500000.0,1206000000.0,224100000.0,681100000.0,9939200000.0,2216300000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,213.4259796142578,0.01218559262031671,-0.03470406547436855,0.18604839685003594,-0.057532992546018735,True,False,False,False,False,False,2024-03-31,0,0,False,True,True,2,0,94.8,Strong quarterly public-data coverage,,0,False,,,,1218600000.0,2948300000.0,2.4194157229607747,6.223697650663943,73.24148569354546,95.3910834190309,80.80584277039225,76.11848825331971,24.0045974230234,54.084094826184476,70.18934123767465,37.695039959406316,50.0,50.0,50.0,50.0,62.39221928695302,44.215989087605244,77.7903206299928,82.74010223619437,68.24880398459747,40,85.0,84.49821547395801,,True,76.53575273826812,84.49821547395801,15.501784526041988,False,69.84206777838465,True,63.27089608633979,36.72910391366021,78.66775155393753,21.332248446062465,52,69.6,80.4103753487458,19.589624651254198,78.86004953420742,21.13995046579258,87.36502409196248,12.634975908037518,71.9930491319676,71.9930491319676,71.9930491319676,Green,None,Financial Performance: 62; Facility & Liquidity: 63; Market-Implied Risk: 68,"[('financial_performance_score', 62.39221928695302), ('facility_liquidity_score', 63.27089608633979), ('market_implied_risk_score', 68.24880398459747)]"
LHX,2024Q1,2024-03-29,0.5520853261909316,0.3190883872202028,0.0114071168930552,0.07,0.04,0.03,0.9797321322745052,41816000000.0,23086000000.0,477000000.0,8266000000.0,8437000000.0,13343000000.0,1209000000.0,2836000000.0,21865000000.0,1606000000.0,3106000000.0,424000000.0,2682000000.0,270000000.0,1224000000.0,,,L3Harris,Aerospace & Defense,Aerospace & Defense,S&P 500,202058,True,41195000000.0,21560000000.0,1069000000.0,8593000000.0,7226000000.0,10443000000.0,1371000000.0,2665000000.0,21865000000.0,1606000000.0,3106000000.0,424000000.0,2682000000.0,270000000.0,1224000000.0,16240000000.0,3430000000.0,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True,205.29940795898438,0.012249614119625551,0.01580102820535778,0.14100719139146026,-0.012145298944487237,True,False,False,False,False,False,2024-03-29,0,0,False,True,True,12,0,68.9,Quarterly assumption-heavy; use with caution,,0,False,,,,3100000000.0,12866000000.0,4.150322580645161,11.481481481481481,69.68720107136026,86.06837095848479,53.12096774193548,98.05555555555556,27.604744595370132,66.0,70.0,47.973213227450515,50.0,50.0,50.0,50.0,63.167783683350734,53.95025705133945,85.89928086085398,96.35641031665384,78.73531607628242,48,69.0,71.0,,True,66.45389184167537,71.0,29.0,False,72.11799314314642,True,64.3592119290345,35.6407880709655,74.24159100180623,25.758408998193772,10,90.0,78.99449086295637,21.00550913704363,72.45730635121068,27.542693648789324,76.12019808565245,23.879801914347553,70.3601651844765,70.3601651844765,70.3601651844765,Green,None,Financial Performance: 63; Facility & Liquidity: 64; Accounting Integrity: 66,"[('financial_performance_score', 63.167783683350734), ('facility_liquidity_score', 64.3592119290345), ('accounting_integrity_score', 66.45389184167537)]"
LII,2024Q1,2024-03-31,0.8764654652642861,0.28,0.0153078314463723,0.1240059442525504,0.1835264956119782,-0.0585181215247538,1.4256424275560415,2985400000.0,2616600000.0,45700000.0,1564500000.0,1097400000.0,18300000.0,616000000.0,759100000.0,4979600000.0,617500000.0,792200000.0,244300000.0,547900000.0,49300000.0,90400000.0,3397000000.0,708700000.0,Lennox International,Industrials,Building Products,S&P 500,1069202,True,4081800000.0,2918700000.0,34200000.0,1903800000.0,1191800000.0,18300000.0,578800000.0,887200000.0,5195300000.0,805800000.0,757600000.0,118800000.0,638800000.0,40900000.0,112500000.0,3460500000.0,681400000.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,479.8432312011719,0.03960694421734745,0.09498219204898306,0.25378647923459324,-0.018801490914734487,True,False,False,False,False,False,2024-03-31,0,0,False,True,True,4,0,89.6,Strong quarterly public-data coverage,,0,False,,,,757200000.0,-27400000.0,-0.03618594823032224,15.359026369168356,23.13793796476185,89.0,100.0,100.0,30.205220964248202,78.60089163788255,100.0,71.28212137780207,50.0,50.0,50.0,50.0,71.35846354941052,73.74554801224576,64.36892012756779,94.35955272557966,77.4913402884644,45,75.0,85.85181215247538,,True,79.72959420520033,85.85181215247538,14.148187847524625,False,75.15320920905535,True,73.48051735169574,26.519482648304262,84.3822078220623,15.617792177937702,141,51.8,82.61174497162004,17.38825502837996,82.89831240448608,17.101687595513923,80.93135712536395,19.068642874636055,77.76750178237567,77.76750178237567,77.76750178237567,Green,None,Financial Performance: 71; Facility & Liquidity: 73; News & Sentiment: 75,"[('financial_performance_score', 71.35846354941052), ('facility_liquidity_score', 73.48051735169574), ('news_sentiment_score', 75.15320920905535)]"
