ticker,score_period,period_end,leverage_proxy,debt_to_assets,cash_to_assets,net_margin,fcf_to_assets,accrual_proxy,current_ratio,assets,liabilities,cash,current_assets,current_liabilities,total_debt,accounts_receivable,ppe_net,revenue,net_income,cfo,capex,fcf,interest_expense,depreciation,cogs,sga,company_name,sector_group,industry_group,index_memberships,cik,sec_available,assets_latest,liabilities_latest,cash_latest,current_assets_latest,current_liabilities_latest,total_debt_latest,accounts_receivable_latest,ppe_net_latest,revenue_latest,net_income_latest,cfo_latest,capex_latest,fcf_latest,interest_expense_latest,depreciation_latest,cogs_latest,sga_latest,leverage_proxy_is_assumption,debt_to_assets_is_assumption,cash_to_assets_is_assumption,net_margin_is_assumption,fcf_to_assets_is_assumption,accrual_proxy_is_assumption,current_ratio_is_assumption,assets_is_assumption,liabilities_is_assumption,cash_is_assumption,current_assets_is_assumption,current_liabilities_is_assumption,total_debt_is_assumption,revenue_is_assumption,net_income_is_assumption,cfo_is_assumption,capex_is_assumption,fcf_is_assumption,interest_expense_is_assumption,depreciation_is_assumption,last_close,ret_1m,ret_3m,vol_3m,drawdown_6m,market_data_available,last_close_is_assumption,ret_1m_is_assumption,ret_3m_is_assumption,vol_3m_is_assumption,drawdown_6m_is_assumption,reference_period_end,news_mentions_30d,risk_news_mentions_30d,news_data_available,news_mentions_30d_is_assumption,risk_news_mentions_30d_is_assumption,assumption_metric_count,stale_fact_count,data_quality_score,data_quality_note,beneish_m,velocity_signal_count,velocity_trigger,negative_fcf_quarters_l4,fcf_ebitda_conversion,cash_burn_to_cash,ebitda_proxy,net_debt,net_debt_to_ebitda,ebitda_interest_coverage,score_leverage,score_debt,score_net_debt_ebitda,score_interest_coverage,score_cash,score_margin,score_fcf,score_current_ratio,score_negative_fcf_quarters,score_fcf_conversion,score_cash_burn,score_fcf_sustainability,financial_performance_score,score_negative_momentum,score_volatility,score_drawdown,market_implied_risk_score,sector_base_risk,sector_quality_score,score_sloan_accruals,score_beneish,accounting_integrity_assumption_used,accounting_integrity_score,fraud_quality_subscore,fraud_risk_subscore,fraud_watch_flag,news_sentiment_score,news_sentiment_assumption_used,facility_liquidity_score,facility_liquidity_risk_proxy,behavioral_payment_score,behavioral_payment_risk_proxy,sector_density_count,sector_density_score,connectivity_contagion_score,connectivity_contagion_risk_proxy,governance_discipline_score,governance_discipline_risk_proxy,collateral_recovery_score,collateral_recovery_risk_proxy,raw_surveillance_score,surveillance_score,ewif_score,alert_level,alert_tier,top_risk_drivers,top_driver_objects
GDDY,2024Q4,2024-12-31,0.55,0.4608155038006654,0.132234014134104,0.2048674888480713,0.1531316025936809,-0.0425965951866333,0.7233175214942188,8235400000.0,5382864000.0,1089000000.0,1951800000.0,2698400000.0,3795000000.0,91100000.0,156400000.0,4573200000.0,936900000.0,1287700000.0,26600000.0,1261100000.0,179000000.0,135300000.0,,394200000.0,GoDaddy,Technology,Internet Services & Infrastructure,S&P 500,1609711,True,8034900000.0,,1080900000.0,1840900000.0,2995500000.0,3780300000.0,83100000.0,145400000.0,4951100000.0,875000000.0,1599400000.0,23900000.0,1575500000.0,179000000.0,116600000.0,775500000.0,388900000.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,197.3699951171875,-0.0012650541755744316,0.27376572445570835,0.23902309391803808,-0.055781484620399,True,False,False,False,False,False,2024-12-31,0,0,False,True,True,5,0,87.0,Strong quarterly public-data coverage,,0,False,,,,1251200000.0,2706000000.0,2.16272378516624,6.989944134078212,70.0,72.39806202491683,83.3727621483376,79.94972067039106,79.92400403831543,90.48674888480713,100.0,24.110584049807294,50.0,50.0,50.0,50.0,72.24909797961948,100.0,67.19538121639238,83.2655546138803,83.48697861009089,42,81.0,84.25965951866333,,True,79.0764808935424,84.25965951866333,15.740340481336673,False,79.61821869893129,True,77.4383923039249,22.5616076960751,84.95099792850829,15.049002071491714,43,72.8,87.44278411432715,12.557215885672846,83.6387906727508,16.3612093272492,79.63978004399405,20.36021995600595,80.06010956873189,80.06010956873189,80.06010956873189,Green,None,Financial Performance: 72; Facility & Liquidity: 77; Accounting Integrity: 79,"[('financial_performance_score', 72.24909797961948), ('facility_liquidity_score', 77.4383923039249), ('accounting_integrity_score', 79.0764808935424)]"
GE,2024Q4,2024-12-31,0.8411239239889556,0.156512912132532,0.1105976936819879,0.1693925535488205,0.029868442423258,0.0149910670781224,1.094295184926727,123140000000.0,103576000000.0,13619000000.0,37635000000.0,34392000000.0,19273000000.0,9327000000.0,,38703000000.0,6556000000.0,4710000000.0,1032000000.0,3678000000.0,12508000000.0,4636000000.0,24308000000.0,4437000000.0,GE Aerospace,Aerospace & Defense,Aerospace & Defense,S&P 500,40545,True,130169000000.0,111271000000.0,12392000000.0,40596000000.0,38980000000.0,20494000000.0,11773000000.0,44662000000.0,45855000000.0,8704000000.0,8537000000.0,1273000000.0,7264000000.0,12508000000.0,4636000000.0,6761000000.0,4088000000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,165.6036834716797,-0.07414269715218558,-0.10393840963271306,0.31172046236435,-0.13987691359105847,True,False,False,False,False,False,2024-12-31,0,0,False,True,True,4,0,89.6,Strong quarterly public-data coverage,,0,False,,,,23700000000.0,5654000000.0,0.23856540084388186,1.8947873361048928,27.85014346813925,96.0871771966867,98.80717299578059,37.895746722097854,73.74219819485369,85.40888303232308,64.91229494883866,54.71475924633636,50.0,50.0,50.0,50.0,65.49093064500624,32.676931727881154,54.713256272608334,63.35384773482359,50.24801191177102,48,69.0,75.50267987656328,,True,74.72600129781577,75.50267987656328,24.497320123436722,False,58.57128514938738,True,75.87566538067463,24.124334619325367,77.43001330549369,22.569986694506312,10,90.0,65.53586239017443,34.46413760982557,75.32770800036519,24.67229199963481,83.53033241799861,16.469667582001392,69.27060733664722,69.27060733664722,69.27060733664722,Green,None,Market-Implied Risk: 50; News & Sentiment: 59; Financial Performance: 65,"[('market_implied_risk_score', 50.24801191177102), ('news_sentiment_score', 58.57128514938738), ('financial_performance_score', 65.49093064500624)]"
GEHC,2024Q4,2024-12-31,0.7385233763486355,0.2705128592583638,0.0874308682643778,0.1013115087433916,0.04,0.02,1.036428347116089,33089000000.0,24437000000.0,2893000000.0,9901000000.0,9553000000.0,8951000000.0,,,19672000000.0,1993000000.0,1987000000.0,401000000.0,1505000000.0,504000000.0,268000000.0,,4269000000.0,GE HealthCare,Industrials,,Nasdaq 100; S&P 500,1932393,True,36906000000.0,26307000000.0,4492000000.0,12501000000.0,9105000000.0,10511000000.0,,2144000000.0,20625000000.0,2084000000.0,1987000000.0,482000000.0,1505000000.0,440000000.0,287000000.0,,4225000000.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,77.96726989746094,-0.05897945207813049,-0.1409729467647176,0.19250478986215316,-0.16669342610664006,True,False,False,False,False,False,2024-12-31,0,0,False,True,True,6,0,84.4,Usable quarterly coverage; some missing fields,,0,False,,,,2765000000.0,6058000000.0,2.190958408679928,5.486111111111111,41.721493547704675,89.71153555562272,83.09041591320072,72.43055555555556,67.12310521839366,75.19672631150874,70.0,51.821417355804456,50.0,50.0,50.0,50.0,66.7883610508656,26.504508872547063,76.49904202756936,58.88442898222666,53.962659960781025,45,75.0,74.0,,True,73.5141805254328,74.0,26.0,False,62.01783829565019,True,75.43143222502547,24.568567774974525,77.49270067914074,22.50729932085926,141,51.8,68.8767646414815,31.1232353585185,75.38351302053043,24.61648697946957,80.01977106772004,19.980228932279957,70.09320691426068,70.09320691426068,70.09320691426068,Green,None,Market-Implied Risk: 54; News & Sentiment: 62; Financial Performance: 67,"[('market_implied_risk_score', 53.962659960781025), ('news_sentiment_score', 62.01783829565019), ('financial_performance_score', 66.7883610508656)]"
GEN,2024Q4,2024-12-27,0.8599882835383714,0.6425828288745687,0.0574757534335741,0.18,0.08,0.02,0.3506907545164718,15363000000.0,13212000000.0,883000000.0,1320000000.0,3764000000.0,9872000000.0,152000000.0,61000000.0,3935000000.0,643000000.0,1221000000.0,15000000.0,1206000000.0,578000000.0,419000000.0,,,Gen Digital,Technology,Systems Software,S&P 500,849399,True,15495000000.0,13226000000.0,1006000000.0,1444000000.0,2851000000.0,8550000000.0,171000000.0,60000000.0,3935000000.0,643000000.0,1221000000.0,15000000.0,1206000000.0,578000000.0,419000000.0,776000000.0,291000000.0,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True,26.762426376342773,-0.11477528096976364,0.018377688913153056,0.27276816168729234,-0.13627763817633876,True,False,False,False,False,False,2024-12-27,0,0,False,True,True,12,0,68.9,Quarterly assumption-heavy; use with caution,,0,False,,,,1640000000.0,8989000000.0,5.48109756097561,2.837370242214533,25.334895528217146,49.67714639067891,36.486280487804876,50.46712802768166,53.73787671678705,87.0,88.0,11.689691817215728,50.0,50.0,50.0,50.0,50.26589099648726,54.594422228288266,61.20530638545128,63.95372697061021,59.917818528116584,42,81.0,74.0,,True,60.60294549824363,74.0,26.0,False,61.238676563004475,True,58.24726916400777,41.75273083599223,64.09361100052838,35.906388999471616,43,72.8,71.35075365025335,28.649246349746647,64.52417281425821,35.47582718574179,46.5992914333393,53.4007085666607,59.692956839363454,59.692956839363454,59.692956839363454,Green,None,Collateral & Recovery: 47; Financial Performance: 50; Facility & Liquidity: 58,"[('collateral_recovery_score', 46.5992914333393), ('financial_performance_score', 50.26589099648726), ('facility_liquidity_score', 58.24726916400777)]"
GEV,2024Q4,2024-12-31,0.7942507526464019,0.0011653879770807,0.1593668058657861,0.04442536138543,0.0330193260172865,-0.0200252500728367,1.0778917468833833,51485000000.0,40892000000.0,8205000000.0,34153000000.0,31685000000.0,60000000.0,8177000000.0,,34935000000.0,1552000000.0,2583000000.0,883000000.0,1700000000.0,238400000.0,895000000.0,28850000000.0,4632000000.0,GE Vernova,Industrials,Heavy Electrical Equipment,S&P 500,1996810,True,63016000000.0,50720000000.0,8848000000.0,40216000000.0,40972000000.0,63000000.0,9803000000.0,,38068000000.0,4884000000.0,4987000000.0,1277000000.0,3710000000.0,,615000000.0,30533000000.0,4949000000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,327.9595642089844,-0.024775502184971376,0.3047575738425863,0.43798220196780835,-0.05798629604319461,True,False,False,False,False,False,2024-12-31,0,0,False,True,True,3,0,92.2,Strong quarterly public-data coverage,,0,False,,,,2685400000.0,-8145000000.0,-3.0330676994116335,11.264261744966444,34.099899647146415,99.97086530057298,100.0,97.24098154362416,86.40502087986792,57.770144554172,66.50966300864324,53.89458734416917,50.0,50.0,50.0,50.0,71.76568469757733,100.0,35.252224754023956,82.60411118704162,72.61877864702187,45,75.0,82.00252500728367,,True,79.9433473502454,82.00252500728367,17.997474992716334,False,72.83909473278413,True,82.33631886126649,17.66368113873351,84.5516739184188,15.4483260815812,141,51.8,80.21626933771667,19.783730662283332,82.75741693032194,17.242583069678062,87.57317875429507,12.426821245704929,78.73947782956142,78.73947782956142,78.73947782956142,Green,None,Financial Performance: 72; Market-Implied Risk: 73; News & Sentiment: 73,"[('financial_performance_score', 71.76568469757733), ('market_implied_risk_score', 72.61877864702187), ('news_sentiment_score', 72.83909473278413)]"
GILD,2024Q4,2024-12-31,0.66,0.4835155521654377,0.1693533350283922,0.0166933296237045,0.1746758199847444,-0.1754046953131621,1.5972175941352882,58995000000.0,11031890000.0,9991000000.0,19173000000.0,12004000000.0,28525000000.0,4420000000.0,5414000000.0,28754000000.0,480000000.0,10828000000.0,523000000.0,10305000000.0,944000000.0,381000000.0,6251000000.0,6091000000.0,Gilead Sciences,Industrials,,Nasdaq 100; S&P 500,882095,True,59023000000.0,,7564000000.0,18342000000.0,11813000000.0,27744000000.0,4913000000.0,5606000000.0,29443000000.0,8510000000.0,10019000000.0,563000000.0,9456000000.0,944000000.0,370000000.0,6234000000.0,5774000000.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,89.35047149658203,-0.009291541235047385,0.09920226415292688,0.23570956969182802,-0.04855577849055237,True,False,False,False,False,False,2024-12-31,0,0,False,True,True,5,0,87.0,Strong quarterly public-data coverage,,0,False,,,,1805000000.0,18534000000.0,10.26814404432133,1.9120762711864407,53.5,69.56055597932028,10.0,38.24152542372882,87.90300025425883,46.6773318494818,100.0,76.94435188270576,50.0,50.0,50.0,50.0,59.20297393216616,74.80056603823172,67.8580860616344,85.43326645283429,76.0306395175668,45,75.0,97.5404695313162,,True,75.20958087234632,97.5404695313162,2.459530468683795,False,70.77621193843325,True,79.18388849594902,20.81611150405098,76.25661578891733,23.74338421108267,141,51.8,80.81903017059172,19.180969829408284,77.07895916359739,22.92104083640261,54.90466848155304,45.09533151844696,72.93939103119816,72.93939103119816,72.93939103119816,Green,None,Collateral & Recovery: 55; Financial Performance: 59; News & Sentiment: 71,"[('collateral_recovery_score', 54.90466848155304), ('financial_performance_score', 59.20297393216616), ('news_sentiment_score', 70.77621193843325)]"
GIS,2024Q4,2024-11-24,0.7170567820793446,0.0079140977539293,0.0686547231562967,0.1308055252671936,0.05,0.02,0.9198808618820332,33396100000.0,23946900000.0,2292800000.0,7381400000.0,8024300000.0,264300000.0,1781900000.0,3457000000.0,19901300000.0,2603200000.0,2918200000.0,625300000.0,2292900000.0,524200000.0,539000000.0,,,General Mills,Consumer Staples,Packaged Foods & Meats,S&P 500,40704,True,33071100000.0,23859900000.0,363900000.0,5275700000.0,7857300000.0,677000000.0,1795900000.0,3632600000.0,19486600000.0,2295200000.0,2918200000.0,625300000.0,2292900000.0,524200000.0,539000000.0,12753600000.0,3445800000.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,59.13495635986328,-0.048350942442260014,-0.12270989882389427,0.164926112865984,-0.14430666196515418,True,False,False,False,False,False,2024-11-24,0,0,False,True,True,9,0,76.7,Usable quarterly coverage; some missing fields,,0,False,,,,3666400000.0,-2028500000.0,-0.5532675103643901,6.994276993513926,44.941482688098304,99.80214755615177,100.0,79.97138496756963,59.32736157814835,79.62082879007905,75.0,41.98808618820332,50.0,50.0,50.0,50.0,70.07236575202782,29.548350196017623,82.0147774268032,62.61555633914097,58.059561320653934,38,87.8,74.0,,True,72.84618287601391,74.0,26.0,False,67.61149038593531,True,75.48348640747547,24.516513592524532,78.41999387088347,21.580006129116526,30,78.0,74.26910067148134,25.73089932851866,76.36812804109566,23.63187195890434,89.42001042288456,10.579989577115441,72.64540305620862,72.64540305620862,72.64540305620862,Green,None,Market-Implied Risk: 58; News & Sentiment: 68; Financial Performance: 70,"[('market_implied_risk_score', 58.059561320653934), ('news_sentiment_score', 67.61149038593531), ('financial_performance_score', 70.07236575202782)]"
GL,2024Q4,2024-12-31,0.8175303696176606,0.0942232406656156,0.0056859255347186,0.1853148517264158,0.0457898855423963,-0.0114072064691026,1.0,29076181000.0,23770661000.0,165325000.0,11890434500.0,8244059000.0,2739652000.0,,284272000.0,5778069000.0,1070762000.0,1402440000.0,71045000.0,1331395000.0,127092000.0,30000000.0,,,Globe Life,Financials,Life & Health Insurance,S&P 500,320335,True,30813692000.0,24839113000.0,144704000.0,,,2625449000.0,,369533000.0,5994318000.0,1161238000.0,1396391000.0,142484000.0,1253907000.0,141221000.0,30000000.0,,302061000.0,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,110.11531829833984,0.013449644180539622,0.06250820822960779,0.24404084449616492,-0.0016114048309633366,True,False,False,False,False,False,2024-12-31,0,0,False,True,True,6,0,84.4,Usable quarterly coverage; some missing fields,,0,False,,,,1227854000.0,2574327000.0,2.0966067626932845,9.661143108928965,30.995950717645258,97.64441898335961,84.03393237306716,91.22928665848362,23.790617023145735,87.79722775896236,72.89494277119815,50.0,50.0,50.0,50.0,50.0,65.37626403176243,65.62705205740194,66.19183110076702,99.516578550711,77.11182056962666,45,75.0,81.14072064691025,,True,74.23627614526328,81.14072064691025,18.859279353089747,False,73.16878949434206,True,65.71506862209849,34.284931377901515,79.17538250348467,20.82461749651533,75,65.0,81.5240771552004,18.475922844799598,78.21377444530648,21.786225554693516,81.07188043490405,18.928119565095955,73.50291348078213,73.50291348078213,73.50291348078213,Green,None,Financial Performance: 65; Facility & Liquidity: 66; News & Sentiment: 73,"[('financial_performance_score', 65.37626403176243), ('facility_liquidity_score', 65.71506862209849), ('news_sentiment_score', 73.16878949434206)]"
GLW,2024Q4,2024-12-31,0.6008653326122229,0.18,0.0637461691004146,0.0451288306144229,0.08,-0.0485667928610059,1.6247204716405774,27735000000.0,16665000000.0,1768000000.0,7992000000.0,4919000000.0,3315450000.0,2053000000.0,13359000000.0,13118000000.0,592000000.0,1939000000.0,986000000.0,837473000.0,329000000.0,1229000000.0,8842000000.0,1931000000.0,Corning Inc.,Technology,Electronic Components,S&P 500,24741,True,30976000000.0,18669000000.0,1526000000.0,8936000000.0,5628000000.0,,2779000000.0,14825000000.0,15629000000.0,1596000000.0,2695000000.0,986000000.0,,329000000.0,1237000000.0,10008000000.0,2122000000.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,46.54684066772461,-0.03493102851000862,0.06445097221421348,0.2281620754240536,-0.0450159820448236,True,False,False,False,False,False,2024-12-31,0,0,False,True,True,8,0,79.3,Usable quarterly coverage; some missing fields,,0,False,,,,2150000000.0,1547450000.0,0.7197441860465116,6.5349544072948325,62.37020010816658,95.5,96.40127906976744,77.67477203647417,56.8730845502073,58.05153224576916,88.0,77.49440943281155,50.0,50.0,50.0,50.0,73.59614193813292,66.11274305355337,69.36758491518928,86.49520538655293,73.99184445176519,42,81.0,84.85667928610059,,True,77.55940682628658,84.85667928610059,15.143320713899413,False,75.27476480732247,True,81.5766563909363,18.423343609063707,83.28394387640694,16.716056123593063,43,72.8,81.53128296475884,18.468717035241156,81.36965266128615,18.630347338713847,90.81378107979512,9.18621892020488,78.96152295373767,78.96152295373767,78.96152295373767,Green,None,Financial Performance: 74; Market-Implied Risk: 74; News & Sentiment: 75,"[('financial_performance_score', 73.59614193813292), ('market_implied_risk_score', 73.99184445176519), ('news_sentiment_score', 75.27476480732247)]"
GM,2024Q4,2024-12-31,0.765549880076208,0.38,0.0820843505706656,0.0318125073356024,0.0332390862200235,-0.0506360786528501,1.127564535397081,279761000000.0,214171000000.0,22964000000.0,108545000000.0,96265000000.0,8352000000.0,12827000000.0,,187442000000.0,5963000000.0,20129000000.0,10830000000.0,9299000000.0,4121000000.0,11456000000.0,,,General Motors,Autos,Automobile Manufacturers,S&P 500,1467858,True,281284000000.0,218116000000.0,20945000000.0,108767000000.0,93342000000.0,,13054000000.0,45248000000.0,185019000000.0,2697000000.0,26867000000.0,9303000000.0,17564000000.0,4121000000.0,11980000000.0,100544000000.0,8554000000.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,52.59946823120117,-0.02997805239987772,0.19120942100627158,0.37338854077576095,-0.11312288702639839,True,False,False,False,False,False,2024-12-31,0,0,False,True,True,5,0,87.0,Strong quarterly public-data coverage,,0,False,,,,21540000000.0,-14612000000.0,-0.6783658310120706,5.2268866779907786,37.926682656505605,81.5,100.0,71.1344333899539,65.59552873447589,52.72500293424096,66.61954311001175,56.378226769854045,50.0,50.0,50.0,50.0,64.65326862167134,90.20157016771194,44.43524320403985,67.81285216226694,67.48322184467291,55,55.0,85.06360786528501,,True,75.43935588389267,85.06360786528501,14.936392134714993,False,64.13759150883786,True,72.63513750429253,27.36486249570747,78.44549110316507,21.554508896834932,5,95.0,70.64496813187039,29.355031868129615,76.61276174929544,23.387238250704556,79.88332682455182,20.116673175448184,71.51952700451281,71.51952700451281,71.51952700451281,Green,None,News & Sentiment: 64; Financial Performance: 65; Market-Implied Risk: 67,"[('news_sentiment_score', 64.13759150883786), ('financial_performance_score', 64.65326862167134), ('market_implied_risk_score', 67.48322184467291)]"
GNRC,2024Q4,2024-12-31,0.5111996071501338,0.2479968512511716,0.0550516300470648,0.0736329662645251,0.1183262544548395,-0.0831784043742713,1.966961299015053,5109331000.0,2611888000.0,281277000.0,2032170000.0,1033152000.0,1267098000.0,612107000.0,690023000.0,4295834000.0,316315000.0,741301000.0,136733000.0,604568000.0,89713000.0,171768000.0,2630208000.0,285095000.0,Generac,Industrials,Electrical Components & Equipment,S&P 500,1474735,True,5573679000.0,2934633000.0,341413000.0,2462478000.0,1215346000.0,1244368000.0,602739000.0,813605000.0,4209147000.0,159554000.0,437978000.0,169850000.0,268128000.0,70697000.0,194835000.0,2597410000.0,422211000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,155.0500030517578,-0.17284606254451162,-0.042664876362454085,0.350019250699364,-0.20532006269938152,True,False,False,False,False,False,2024-12-31,0,0,False,True,True,2,0,94.8,Strong quarterly public-data coverage,,0,False,,,,577796000.0,985821000.0,1.7061748437164674,6.440493573952493,73.88003928498662,91.40023615616214,87.93825156283532,77.20246786976246,52.5258150235324,67.08988987935753,99.49787633645185,84.33922598030105,50.0,50.0,50.0,50.0,75.98597801037661,42.88918727292432,48.33012488343933,52.446656216769746,47.8886561243778,45,75.0,88.31784043742714,,True,84.09655709267373,88.31784043742714,11.682159562572863,False,61.74012146530188,True,82.44833480745878,17.551665192541222,85.62046493667967,14.379535063320333,141,51.8,67.1279195490304,32.872080450969605,82.95567666010398,17.044323339896025,89.71856191172749,10.281438088272509,75.3353998531277,75.3353998531277,75.3353998531277,Green,None,Market-Implied Risk: 48; News & Sentiment: 62; Connectivity & Contagion: 67,"[('market_implied_risk_score', 47.8886561243778), ('news_sentiment_score', 61.74012146530188), ('connectivity_contagion_score', 67.1279195490304)]"
GOOG,2024Q4,2024-12-31,0.2780018478376745,0.026389431789915,0.0521170178742759,0.28603671811164,0.1616058420098788,-0.0559259621193276,1.8369313974102912,450256000000.0,125172000000.0,23466000000.0,163711000000.0,89122000000.0,11882000000.0,52340000000.0,171036000000.0,350018000000.0,100118000000.0,125299000000.0,52535000000.0,72764000000.0,308000000.0,15311000000.0,146306000000.0,14188000000.0,Alphabet Inc. (Class C),Industrials,,Nasdaq 100; S&P 500,1652044,True,595281000000.0,180016000000.0,30708000000.0,206038000000.0,102745000000.0,51081000000.0,62886000000.0,246597000000.0,402836000000.0,132170000000.0,164713000000.0,91447000000.0,73266000000.0,308000000.0,21136000000.0,162535000000.0,21482000000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,189.5679168701172,0.10218549667277843,0.13953763118050233,0.29009415004091665,-0.03895856053609981,True,False,False,False,False,False,2024-12-31,0,0,False,True,True,3,0,92.2,Strong quarterly public-data coverage,,0,False,,,,115737000000.0,-11584000000.0,-0.1000889948763144,375.7694805194805,92.05709006178073,99.34026420525213,100.0,100.0,51.05850893713795,98.603671811164,100.0,81.73862794820582,50.0,50.0,50.0,50.0,85.86646255150451,81.58960519675038,58.317641659847226,88.31243183917006,76.07322623192256,45,75.0,85.59259621193276,,True,87.71175051813881,85.59259621193276,14.407403788067242,False,78.79655188141263,True,87.19905038298594,12.800949617014055,94.20622713014751,5.793772869852489,141,51.8,82.96226218064767,17.03773781935233,90.56271821381652,9.437281786183476,100.0,0.0,86.23654454674586,86.23654454674586,86.23654454674586,Green,None,Market-Implied Risk: 76; News & Sentiment: 79; Connectivity & Contagion: 83,"[('market_implied_risk_score', 76.07322623192256), ('news_sentiment_score', 78.79655188141263), ('connectivity_contagion_score', 82.96226218064767)]"
GOOGL,2024Q4,2024-12-31,0.2780018478376745,0.026389431789915,0.0521170178742759,0.28603671811164,0.1616058420098788,-0.0559259621193276,1.8369313974102912,450256000000.0,125172000000.0,23466000000.0,163711000000.0,89122000000.0,11882000000.0,52340000000.0,171036000000.0,350018000000.0,100118000000.0,125299000000.0,52535000000.0,72764000000.0,308000000.0,15311000000.0,146306000000.0,14188000000.0,Alphabet Inc. (Class A),Industrials,,Nasdaq 100; S&P 500,1652044,True,595281000000.0,180016000000.0,30708000000.0,206038000000.0,102745000000.0,51081000000.0,62886000000.0,246597000000.0,402836000000.0,132170000000.0,164713000000.0,91447000000.0,73266000000.0,308000000.0,21136000000.0,162535000000.0,21482000000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,188.4288787841797,0.10511970297403628,0.142632177806433,0.29416825167998495,-0.037424899635583375,True,False,False,False,False,False,2024-12-31,0,0,False,True,True,3,0,92.2,Strong quarterly public-data coverage,,0,False,,,,115737000000.0,-11584000000.0,-0.1000889948763144,375.7694805194805,92.05709006178073,99.34026420525213,100.0,100.0,51.05850893713795,98.603671811164,100.0,81.73862794820582,50.0,50.0,50.0,50.0,85.86646255150451,82.10536296773883,57.63862472000251,88.77253010932499,76.17217259902212,45,75.0,85.59259621193276,,True,87.71175051813881,85.59259621193276,14.407403788067242,False,78.84602506496242,True,87.19905038298594,12.800949617014055,94.21612176685747,5.783878233142531,141,51.8,83.01668268255244,16.983317317447558,90.57508650970397,9.424913490296035,100.0,0.0,86.2588569525268,86.2588569525268,86.2588569525268,Green,None,Market-Implied Risk: 76; News & Sentiment: 79; Connectivity & Contagion: 83,"[('market_implied_risk_score', 76.17217259902212), ('news_sentiment_score', 78.84602506496242), ('connectivity_contagion_score', 83.01668268255244)]"
GPC,2024Q4,2024-12-31,0.72,0.2200230724890517,0.0248923063439491,0.0384933193094317,0.035467637968843,-0.01800447603176,1.1556768144059268,19282705000.0,9566800000.0,479991000.0,9852584000.0,8525380000.0,4242640000.0,2182856000.0,1950760000.0,23486569000.0,904076000.0,1251251000.0,567339000.0,683912000.0,64469000.0,407978000.0,14962954000.0,6642900000.0,Genuine Parts Company,Consumer Discretionary,Distributors,S&P 500,40987,True,20795540000.0,,477179000.0,10564734000.0,9787705000.0,5739291000.0,2370939000.0,2172140000.0,24300141000.0,65945000.0,890762000.0,469838000.0,420924000.0,64469000.0,538023000.0,15359443000.0,7151043000.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,112.09407806396484,-0.07704448592565227,-0.15180146129618022,0.4883437468136194,-0.19401919293055558,True,False,False,False,False,False,2024-12-31,0,0,False,True,True,5,0,87.0,Strong quarterly public-data coverage,,0,False,,,,1376523000.0,3762649000.0,2.733444337653639,21.35170391971335,44.50000000000001,93.49826956332112,76.10926103910602,100.0,36.59487089596607,55.39732772377268,67.7338189844215,57.78384072029634,50.0,50.0,50.0,50.0,64.6241543252093,24.69975645063663,28.957031648297573,54.33013451157407,35.995640870169424,48,69.0,81.800447603176,,True,74.77216668323985,81.800447603176,18.199552396824004,False,51.1850667326475,True,68.42983516610278,31.570164833897223,75.14728230253003,24.85271769746997,35,76.0,57.385051738105744,42.614948261894256,73.06857255566167,26.931427444338325,80.02024623388635,19.979753766113646,64.31874821506,64.31874821506,64.31874821506,Green,None,Market-Implied Risk: 36; News & Sentiment: 51; Connectivity & Contagion: 57,"[('market_implied_risk_score', 35.995640870169424), ('news_sentiment_score', 51.1850667326475), ('connectivity_contagion_score', 57.385051738105744)]"
